tree_type,latitude,longitude,size
London planetree,42.35161700117647,-83.01786818941177,36
London planetree,42.36683332086957,-83.20537207847826,17
London planetree,42.30814014916667,-83.11837426083333,12
Red maple,42.35529851814672,-83.23387259223938,259
Red maple,42.44004364581395,-83.00924578093023,150
Red maple,42.40885089082353,-83.0852590497647,118
Red maple,42.43613215833333,-83.25680921654762,100
Red maple,42.43536832513333,-83.15391781453333,85
Red maple,42.4111299119,-82.9405672586,84
Red maple,42.314197517777785,-83.1089128212963,56
Red maple,42.38292169321429,-83.15088300607144,54
Red maple,42.35699773333334,-82.99902850583334,48
Red maple,42.40519583144068,-83.22200220923729,43
Littleleaf linden,42.306684837567566,-83.12380488243242,78
Littleleaf linden,42.43693249825397,-83.25227571063493,63
Littleleaf linden,42.439013249285715,-83.06560780999999,58
Littleleaf linden,42.353687788589745,-83.2403640123077,44
Littleleaf linden,42.36002368142857,-82.97799034642857,37
Littleleaf linden,42.41423073340909,-83.13891785977273,30
Littleleaf linden,42.358450098000006,-83.05844112666666,28
Littleleaf linden,42.42333373933333,-82.95661689266667,15
Littleleaf linden,42.407873654482756,-83.23308774310345,15
Littleleaf linden,42.435549904666665,-83.17962163633334,14
Callery pear,42.375735298888884,-83.071291,10
Callery pear,42.431949634285715,-83.13871996857142,9
Callery pear,42.36726,-82.941201,9
Callery pear,42.333369953,-83.076042723,7
Callery pear,42.35067092,-83.20640445,5
Callery pear,42.44078129333334,-83.25349867,5
Callery pear,42.409353599999996,-82.9372506,3
Callery pear,42.311880243999994,-83.107364684,3
Callery pear,42.36243474333333,-83.17151248333333,1
Callery pear,42.377855616666665,-83.09020996,1
Honeylocust,42.35053811,-83.06779861,3
Honeylocust,42.3428355,-83.2537355,2
Honeylocust,42.343672999999995,-83.253824,2
Honeylocust,42.35212042,-83.06780834,2
Honeylocust,42.34231966666667,-83.25368033333332,2
Honeylocust,42.343208000000004,-83.25377499999999,2
Honeylocust,42.342648999999994,-83.2537155,2
Honeylocust,42.343847,-83.253843,1
Honeylocust,42.343393500000005,-83.2537945,1
Honeylocust,42.3430215,-83.253755,1
,42.345439,-83.254007,
,42.345322,-83.253995,
,42.31135462,-83.10698032,
,42.31127131,-83.10693204,
,42.35243708,-83.06686152,
,42.405779,-82.97779843,
Red maple,36.00559520987952,-78.91382909445782,141
Red maple,35.98694309858268,-78.88412005456692,139
Red maple,36.020785680857145,-78.92413092271428,127
Red maple,35.95942171774193,-78.95022120322581,83
Red maple,35.924481831818184,-78.90802749363637,70
Red maple,36.02020807914894,-78.89674607021277,66
Red maple,35.98030691404762,-78.91768278166667,42
Red maple,35.99436796230216,-78.89965311330936,31
Red maple,36.03495972375,-78.95817299000001,11
Red maple,35.99733977409091,-78.86925909515152,8
Green ash,36.041267059999996,-78.878278185,13
Green ash,36.00611810461538,-78.91013650461538,12
Green ash,35.982708934166666,-78.91396666,12
Green ash,36.02052458199999,-78.893601394,11
Green ash,36.017878627500004,-78.92583279750001,5
Green ash,35.99266368,-78.87693152,5
Green ash,35.960937025,-78.95089059,2
Green ash,36.063747140000004,-78.91788780499999,2
Green ash,35.973758004000004,-78.89539693399999,2
Green ash,36.00296548363636,-78.89532912454546,2
London planetree,35.977965981666664,-78.91767389166667,13
London planetree,36.074564538333334,-78.8970074175,12
London planetree,36.011256082,-78.89257459000001,6
London planetree,36.01489735,-78.93248622499999,5
London planetree,35.98690085,-78.8810215975,4
London planetree,35.99913554,-78.90118592,4
London planetree,36.024908829999994,-78.87701153666667,3
London planetree,36.07443494153846,-78.90281618153845,3
London planetree,36.00280628666667,-78.90725877,2
London planetree,36.00664149,-78.89753222499999,2
Callery pear,35.98855374354839,-78.9151448832258,45
Callery pear,36.008946610476194,-78.8966321204762,42
Callery pear,36.05048190266667,-78.977389736,31
Callery pear,35.92100828857143,-78.95788556357142,26
Callery pear,35.93256985388889,-78.90804904222222,18
Callery pear,35.993531650769235,-78.8705312123077,17
Callery pear,36.01403523244444,-78.93124847066667,17
Callery pear,35.96293602235294,-78.96097895235295,15
Callery pear,36.03821339941177,-78.87853388647058,14
Callery pear,35.968075735,-78.888442565,12
Littleleaf linden,36.02254103666667,-78.89415934666667,22
Littleleaf linden,35.99779790181818,-78.90231725181819,7
Littleleaf linden,36.01059842285714,-78.90661887857142,6
Littleleaf linden,36.01425571,-78.91805664666667,4
Littleleaf linden,36.013010050000005,-78.89434107,4
Littleleaf linden,36.00222325,-78.91000885,3
Littleleaf linden,36.00493011,-78.88723727,2
Littleleaf linden,36.0068775275,-78.8980228525,2
Littleleaf linden,36.0155903,-78.9055661575,1
Littleleaf linden,36.01197027,-78.9238286,1
Pin oak,35.98285863666667,-78.91207632,5
Pin oak,35.99686027,-78.89960212,4
Pin oak,35.987938815,-78.884155255,3
Pin oak,36.020994975,-78.894842215,2
Pin oak,36.005508090000006,-78.909809295,2
Pin oak,35.97774072,-78.92839577,2
Pin oak,35.98655771,-78.92347857,1
Pin oak,35.99606488,-78.90767175,1
Pin oak,36.01443275,-78.91453609,1
Pin oak,35.981275412,-78.913748158,1
Live oak,35.975234595625,-78.892100919375,16
Live oak,36.023236237999996,-78.90446298666667,15
Live oak,35.992889986,-78.925018765,13
Live oak,36.019416331,-78.925718316,10
Live oak,35.99918320769231,-78.90084920923076,10
Live oak,35.97731535,-78.9084061575,8
Live oak,36.02029530375,-78.894345375,8
Live oak,36.01166402,-78.88533563333333,6
Live oak,36.024041071666666,-78.91773926333333,3
Live oak,35.98415468666666,-78.91833094333333,3
,36.00687691,-78.90105262,
,36.07070014,-78.90197866,
Crape myrtle,33.78300437683019,-118.01816339924528,424
Crape myrtle,33.77839445957627,-117.94624479830509,268
Crape myrtle,33.780125219179105,-117.92419970559702,265
Crape myrtle,33.79327445912844,-117.97170326422018,264
Crape myrtle,33.761440678877555,-117.9642458234694,236
Crape myrtle,33.78300788375,-118.0324753004717,218
Crape myrtle,33.778748635879396,-117.90448420100502,199
Crape myrtle,33.794763920769235,-117.95246764055943,196
Crape myrtle,33.770163464577465,-117.98195074647887,143
Crape myrtle,33.759925724469696,-117.94228147310606,142
,33.78120484,-117.9693245,
,33.78044377,-117.9693615,
,33.78044902,-117.9686238,
Red maple,36.0416953,-79.48144773333334,49
Red maple,36.08190386333333,-79.79580936666666,46
Red maple,36.04529655102041,-79.4650848367347,30
Red maple,36.0407825,-79.48063623913043,26
Red maple,36.050418615384615,-79.4650865,16
Red maple,36.0356166875,-79.481443625,15
Red maple,36.0407026,-79.47579733333333,7
Red maple,36.04547771428572,-79.47025699999999,7
Red maple,36.05015025,-79.4702515,6
Red maple,36.08166718428571,-79.79878215428572,4
Pin oak,36.050585000000005,-79.46453733333334,6
Pin oak,36.082983775,-79.7986944,3
Pin oak,36.04557,-79.465453,2
Pin oak,36.045427,-79.470342,2
Pin oak,36.045312333333335,-79.4642345,2
Pin oak,36.08111133,-79.79876354000001,2
Pin oak,36.08161434,-79.79675358,2
Pin oak,36.0445785,-79.465794,1
Pin oak,36.050853,-79.465516,1
Pin oak,36.044746,-79.464451,1
Live oak,36.08271925,-79.79929938,3
Live oak,36.040867,-79.481988,2
Live oak,36.0804593,-79.796226215,1
Live oak,36.08326156,-79.79636572,1
Live oak,36.08121237333333,-79.79882393666666,1
Live oak,36.08338153,-79.79749497,1
Live oak,36.042284,-79.481049,1
Live oak,36.08167923,-79.79581975,1
Live oak,36.08202378,-79.79793425,1
Live oak,36.08074149,-79.79762792,1
,36.08278395,-79.79738413,
Crape myrtle,36.08230666,-79.798603496,5
Crape myrtle,36.083213443333335,-79.79492196666666,5
Crape myrtle,36.08245097,-79.79692608,3
Crape myrtle,36.080706279999994,-79.79492664333334,3
Crape myrtle,36.08129229,-79.799256594,3
Crape myrtle,36.08391586,-79.79657714,3
Crape myrtle,36.080601815,-79.797768345,3
Crape myrtle,36.0821512,-79.79759445,2
Crape myrtle,36.083323345,-79.798199025,2
Crape myrtle,36.08222486,-79.79601112,1
,36.08414951,-79.79708351,
,36.08145445,-79.797827,
,36.08127453,-79.79814216,
,36.08192977,-79.7978798,
,36.0816731,-79.79733011,
Live oak,29.763511909647075,-95.35312851311951,19096
Live oak,38.7482387,-75.39932350000001,15839
Live oak,31.33133569287671,-95.36889405369863,8261
Live oak,32.383584257281555,-93.41599522815535,365
Live oak,32.72501991132075,-96.6896948735849,206
Live oak,37.32362878666667,-91.9584289,106
Live oak,29.802479546713474,-95.51952884316668,87
Live oak,30.02869437142857,-98.96576956428571,70
Live oak,29.887434977011495,-96.87078631034483,15
Live oak,29.708424995119397,-95.42757213321639,14
Crape myrtle,31.36968019543147,-95.390035314467,19725
Crape myrtle,29.766264983726234,-95.39493142086185,8547
Crape myrtle,38.91357427941176,-75.4961439117647,7688
Crape myrtle,32.4682556013245,-93.41501215231789,7541
Crape myrtle,32.00094197586207,-98.09990613103449,394
Crape myrtle,29.515578364179103,-97.45882431940298,151
Crape myrtle,29.82248365463059,-95.52397737152705,110
Crape myrtle,29.74159588992629,-95.30715883677314,68
Crape myrtle,32.84797368363636,-96.60715443636363,67
Crape myrtle,29.696940446903596,-95.47403481217346,29
Callery pear,29.676311374,-95.484823316,84
Callery pear,32.75847468,-96.64075664,57
Callery pear,29.799918541666663,-95.40794596666667,50
Callery pear,31.4085141,-95.087437,17
Callery pear,29.749822257894735,-95.33196840877193,15
Callery pear,29.721515953333334,-95.39959456666666,9
Callery pear,29.622687,-95.205552,5
Callery pear,30.0061311,-95.4498505,3
Callery pear,29.67235705882353,-95.36289047058824,1
Callery pear,29.82181913333333,-95.4891659,1
Green ash,29.788776766520787,-95.40295921159736,457
Green ash,32.756907657142854,-96.63965815714286,306
Green ash,32.403093,-93.434488,159
Green ash,29.74426887124183,-95.30864930032679,101
Green ash,31.223961199999998,-95.3972311,78
Green ash,29.5801969625,-95.16625942083334,24
Green ash,29.791442765384616,-95.50890045897435,18
Green ash,29.95672502222222,-95.2551843611111,7
Green ash,29.73247032012579,-95.38769899119497,2
Green ash,29.658493656435642,-95.4783039009901,2
Red maple,29.76184675380711,-95.39763537055838,394
Red maple,38.818634,-75.4027065,191
Red maple,29.0782698,-98.0761775,169
Red maple,33.5169711,-96.3962514,110
Red maple,31.365690999999998,-95.2679516,84
Red maple,29.80931392513089,-95.45260592670158,6
Red maple,29.993127966666666,-95.18794745000001,4
Red maple,29.69884865147929,-95.48562516094674,2
Red maple,29.73050239818182,-95.32576053636363,2
Red maple,29.825278983333334,-95.5453241297619,1
Crape myrtle,33.72609464185321,-118.01704097926606,553
Crape myrtle,33.65011258529915,-117.96907547948717,545
Crape myrtle,33.69622759230216,-117.98639346187049,479
Crape myrtle,33.66993253186885,-117.99865168688524,401
Crape myrtle,33.676684638217274,-117.95257359693593,359
Crape myrtle,33.728793378118816,-118.04326038712873,351
Crape myrtle,33.745355657377935,-118.01991591283905,336
Crape myrtle,33.67555810127182,-117.97123235635911,305
Crape myrtle,33.72321408217119,-117.98840327599164,278
Crape myrtle,33.7073125753869,-118.01825714374999,202
,33.70490756,-118.0050478,
Crape myrtle,34.243649167482864,-118.33472282076394,6579
Crape myrtle,34.2377354373115,-118.5811820336062,5011
Crape myrtle,34.0786709500609,-118.28352009744215,4642
Crape myrtle,34.24198505617977,-118.42647359550561,3560
Crape myrtle,34.25766821705427,-118.50398647210821,2679
Crape myrtle,34.10296101839966,-118.19879032948224,2337
Crape myrtle,34.16210761478164,-118.55662486002238,1642
Crape myrtle,34.16704991019757,-118.403596487727,1021
Crape myrtle,33.79996184210526,-118.2836052631579,507
Crape myrtle,34.029821301775144,-118.41325641025641,76
Red maple,34.183,-118.468,4
Red maple,34.1444,-118.38,2
Red maple,34.0704,-118.483,2
Red maple,34.1133,-118.252,1
Red maple,34.0699,-118.368,1
Red maple,34.1017,-118.407,1
Red maple,34.2031,-118.437,1
Red maple,34.175,-118.383,1
Red maple,34.1921,-118.456,1
Red maple,34.1576,-118.375,1
Live oak,34.134052309782604,-118.37943750000001,736
Live oak,34.08540344827586,-118.28128735632184,548
Live oak,34.24681666666667,-118.61108333333333,510
Live oak,34.14973431372549,-118.59255098039216,459
Live oak,34.253365068493146,-118.30372260273973,339
Live oak,34.068248583877995,-118.47198474945534,292
Live oak,34.149577554744525,-118.47654379562044,261
Live oak,34.27228469945355,-118.44978688524589,183
Live oak,33.76842916666667,-118.297625,60
Live oak,34.124172566371676,-118.1979233038348,24
,34.0368,-118.508,
,34.0567,-118.475,
,34.0428,-118.436,
,34.055,-118.487,
,33.9868,-118.449,
Pin oak,34.1436,-118.218,5
Pin oak,34.163,-118.398,3
Pin oak,34.1142,-118.287,2
Pin oak,34.1577,-118.579,2
Pin oak,34.0964,-118.42,2
Pin oak,34.109,-118.26700000000001,1
Pin oak,34.0851,-118.306,1
Pin oak,34.142066666666665,-118.218,1
Pin oak,34.14235,-118.219,1
Pin oak,34.1085,-118.268,1
Green ash,38.223475027131364,-85.69436925576407,373
Green ash,38.26863784686567,-85.42320796522388,240
Green ash,38.22467534604396,-85.77048002725275,209
Green ash,38.2723407824,-85.5674763686,170
Green ash,38.12766401785714,-85.63373384857144,91
Green ash,38.28344051335294,-85.68323408782352,84
Green ash,38.16679963970833,-85.78305365433333,77
Green ash,38.180496466623374,-85.56968231012988,67
Green ash,38.108752684186044,-85.87220965697674,50
Green ash,38.260616721052635,-85.82146898521532,43
Pin oak,38.228504213205746,-85.7832068507177,502
Pin oak,38.26836209657143,-85.42935998885714,254
Pin oak,38.24265166463542,-85.68978306953125,209
Pin oak,38.10652542115385,-85.88543810653846,192
Pin oak,38.25476740750996,-85.82554292153387,187
Pin oak,38.15381022197531,-85.66442761037037,105
Pin oak,38.18798937764706,-85.58707823882352,81
Pin oak,38.17721151,-85.77602814278075,78
Pin oak,38.22277101767717,-85.72693493716535,51
Pin oak,38.19016657473684,-85.86621866157896,19
Red maple,38.16726659234568,-85.78262796987654,407
Red maple,38.21592395107843,-85.57791811843137,251
Red maple,38.24738557648649,-85.82653744523343,180
Red maple,38.229140166414346,-85.70339862322709,172
Red maple,38.10696198744444,-85.88315409211111,162
Red maple,38.269867152692306,-85.42372261076922,113
Red maple,38.15717324350649,-85.68174152168831,102
Red maple,38.116222342916664,-85.62596349458333,77
Red maple,38.27727142362832,-85.68298359460178,48
Red maple,38.225217982790696,-85.77028188540697,26
Callery pear,38.26519809822222,-85.42590331233333,90
Callery pear,38.24821459333334,-85.80129784791666,87
Callery pear,38.17697054310345,-85.5655209483908,50
Callery pear,38.2269375056,-85.6845552002,45
Callery pear,38.11526961,-85.87712245842106,32
Callery pear,38.165256976,-85.77891340066667,24
Callery pear,38.3512973025,-85.6300381225,22
Callery pear,38.13703050428571,-85.62849419071428,19
Callery pear,38.216800944545454,-85.75627167863637,14
Callery pear,38.2654192634375,-85.6973268890625,4
Littleleaf linden,38.22865368641509,-85.68983570792453,53
Littleleaf linden,38.24131489526316,-85.7838324231579,19
Littleleaf linden,38.16443125,-85.7836262175,10
Littleleaf linden,38.283826883749995,-85.69053744,10
Littleleaf linden,38.23056434,-85.81285177000001,10
Littleleaf linden,38.2327274,-85.759331551,8
Littleleaf linden,38.252252525,-85.829587929,4
Littleleaf linden,38.212251619,-85.720703582,4
Littleleaf linden,38.19200177333334,-85.76685260333333,3
Littleleaf linden,38.18110361,-85.67085729,1
Honeylocust,38.099305018,-85.89205425200001,33
Honeylocust,38.26934303833333,-85.42518482433334,32
Honeylocust,38.2231808146875,-85.7558198078125,30
Honeylocust,38.23657696939394,-85.69367389666667,18
Honeylocust,38.15118005125,-85.58098051125,17
Honeylocust,38.263304822777776,-85.81282302444444,15
Honeylocust,38.200721122352945,-85.69448906176471,10
Honeylocust,38.27708822933333,-85.676857318,10
Honeylocust,38.166264497,-85.77926643800001,8
Honeylocust,38.261940806666665,-85.58234879333334,6
Norway maple,38.25608839,-85.6855476925,7
Norway maple,38.26886786428572,-85.82374485571428,4
Norway maple,38.17385512333333,-85.56621762666667,3
Norway maple,38.17656511,-85.77323436,3
Norway maple,38.216251875,-85.71929675999999,2
Norway maple,38.10662539,-85.88449475,2
Norway maple,38.183166225,-85.667245655,2
Norway maple,38.242015863333336,-85.83009135333333,2
Norway maple,38.25585123,-85.7761925,1
Norway maple,38.232268160000004,-85.69525984500001,1
,38.21143338,-85.70345031,
,38.21138414,-85.703596,
,38.21148292,-85.7035452,
,38.21146211,-85.70362768,
,38.2113581,-85.70349002,
Norway maple,43.04526300672961,-89.44350679567381,3428
Norway maple,43.083214414285294,-89.29826750102683,2744
Norway maple,43.125762217316726,-89.30832432459786,2475
Norway maple,43.06903270147475,-89.5082692531596,2330
Norway maple,43.04062377584,-89.38233420265334,2190
Norway maple,43.027298360608604,-89.49394357151604,2060
Norway maple,43.094202161630136,-89.35227036327854,1810
Norway maple,43.06624726824862,-89.41205053529282,1726
Norway maple,43.06518952499515,-89.46532965670873,1405
Norway maple,43.13679017917729,-89.37205730586906,750
Red maple,43.03352704857143,-89.45951421285714,42
Red maple,43.07643124578948,-89.37256759526315,34
Red maple,43.063112762857145,-89.41666028428571,33
Red maple,43.06997218,-89.533812186875,30
Red maple,43.137456266363635,-89.36972991909091,28
Red maple,43.080072492727275,-89.30654248818182,22
Red maple,43.07322202333333,-89.476209211,21
Red maple,43.03556713264706,-89.48665265735293,19
Red maple,43.099325429375,-89.333714513125,16
Red maple,43.059880291190474,-89.44667375023809,16
Green ash,43.02738833903251,-89.49496212209365,2584
Green ash,43.0763523812766,-89.37694667921151,2383
Green ash,43.125200397760494,-89.30483951807153,2203
Green ash,43.05543650584884,-89.45835082468696,1773
Green ash,43.079263365065046,-89.29555733955519,1744
Green ash,43.06709244901044,-89.51135539275533,1598
Green ash,43.138247058063925,-89.37349201975343,1555
Green ash,43.09857735580849,-89.34114197950687,1286
Green ash,43.06610035986495,-89.42026828927973,1156
Green ash,43.036705250674736,-89.40057002677335,1095
Littleleaf linden,43.041519178835976,-89.4953329519312,596
Littleleaf linden,43.06600153970588,-89.3829935309091,500
Littleleaf linden,43.126098106307694,-89.30675950864615,395
Littleleaf linden,43.14136990816817,-89.38092946594594,378
Littleleaf linden,43.07078614332226,-89.48707826139535,378
Littleleaf linden,43.09102981273418,-89.29476659450633,374
Littleleaf linden,43.07475272862416,-89.51614766109061,333
Littleleaf linden,43.05490085681529,-89.43223139917198,325
Littleleaf linden,43.017459267519996,-89.49815256622,314
Littleleaf linden,43.09873442624339,-89.3500187555291,301
Pin oak,43.03908639114286,-89.47462201914286,35
Pin oak,43.092376064999996,-89.34217548000001,16
Pin oak,43.057773178125004,-89.423798263125,14
Pin oak,43.138058754285716,-89.37616044,9
Pin oak,43.074564984,-89.50629253,7
Pin oak,43.058218426428574,-89.46802170071429,7
Pin oak,43.054099588571425,-89.38482493000001,5
Pin oak,43.13511193,-89.30389307,2
Pin oak,43.09043216,-89.29971011,1
Pin oak,43.05737365888889,-89.44242012888888,1
Honeylocust,43.08879926280303,-89.27036572839394,768
Honeylocust,43.010343687265625,-89.50187015726563,660
Honeylocust,43.07565486198705,-89.53967773559394,545
Honeylocust,43.05693366053192,-89.40448368893617,463
Honeylocust,43.03274699245283,-89.28414861646226,235
Honeylocust,43.12593973721154,-89.37185536192307,212
Honeylocust,43.03841389350458,-89.53981627515597,188
Honeylocust,43.05447535148936,-89.46896009140426,108
Honeylocust,43.08946959514019,-89.3174871757944,107
Honeylocust,43.15018760027778,-89.29782773962962,104
London planetree,43.074009104,-89.53579022866667,15
London planetree,43.06532431666667,-89.31021972500001,14
London planetree,43.06533493357143,-89.40138650285714,12
London planetree,43.112851605,-89.3540651675,11
London planetree,43.02266401333333,-89.49131451666666,9
London planetree,43.06888634777778,-89.43445814111111,9
London planetree,43.12149678875,-89.32239916,8
London planetree,43.039670737777776,-89.46416426555555,7
London planetree,43.03016333428572,-89.28419797142858,6
London planetree,43.0398492,-89.39267696363636,6
Honeylocust,43.09663676534653,-88.01713286016502,385
Honeylocust,43.18924751825974,-88.73035710542858,362
Honeylocust,43.054051194392265,-87.8947769962431,306
Honeylocust,42.984113096131146,-88.09420481150819,305
Honeylocust,42.984160676875,-87.92442990308334,303
Honeylocust,43.02844216832089,-88.04176336514925,268
Honeylocust,43.11888368803922,-87.94294625153594,264
Honeylocust,42.932498104699995,-87.85118174179999,245
Honeylocust,43.03816045632653,-87.96106489408163,240
Honeylocust,42.976970778560606,-88.00718857537879,100
Green ash,42.98905157869822,-88.12948734573965,782
Green ash,43.152627499680314,-87.94867169546036,578
Green ash,43.19216629513513,-88.72792002065637,454
Green ash,43.07541383502203,-88.0231714021586,301
Green ash,43.063304186854836,-87.8894513722984,284
Green ash,42.9928050632526,-88.08116382060554,259
Green ash,43.01961707451827,-87.9528427670432,248
Green ash,42.96012377600985,-88.01996906147782,203
Green ash,42.96161404544218,-87.88466188823129,169
Green ash,43.103317701021126,-87.93408223830986,147
Norway maple,43.12940080440341,-87.93801880181819,976
Norway maple,43.192349944877044,-88.7253924481045,352
Norway maple,42.991562034910714,-88.07297783589286,336
Norway maple,43.045437691717176,-87.96250917939393,259
Norway maple,43.06406065779874,-87.89188447427674,257
Norway maple,42.984536394749036,-87.96217929818533,217
Norway maple,43.16322638680851,-88.02112417042554,198
Norway maple,43.071313807431906,-88.02855396754863,159
Norway maple,42.977864682580645,-88.11598600944701,104
Norway maple,42.96283869144231,-87.87666605557692,47
Red maple,43.1921152297561,-88.72564342195122,41
Red maple,43.070843962727274,-87.99560032090909,19
Red maple,43.003817708571425,-88.07130830571428,12
Red maple,42.86454699857143,-87.96304943285715,12
Red maple,43.16195611444445,-87.96246543555556,11
Red maple,43.04170428083333,-87.88971338416667,9
Red maple,42.96904673833333,-88.11162202916667,9
Red maple,43.10605572,-87.91457140947368,7
Red maple,42.95426905333333,-87.94856429,7
Red maple,42.955850365555555,-88.02205264666667,6
Littleleaf linden,42.983989638943086,-88.09721606691056,266
Littleleaf linden,43.18891695533834,-88.71953225214286,135
Littleleaf linden,43.04810987019608,-87.9565289582353,123
Littleleaf linden,43.0464980109901,-87.89688847267327,101
Littleleaf linden,42.977171623764704,-87.93271685917647,85
Littleleaf linden,43.065388195000004,-88.0254272075,51
Littleleaf linden,42.944776796250004,-88.02256638166666,40
Littleleaf linden,43.121942510357144,-87.92776197964285,28
Littleleaf linden,43.1903887645926,-88.7523059157037,24
Littleleaf linden,43.16925015125,-88.05600498,8
Callery pear,43.186906316136366,-88.75101812522728,171
Callery pear,42.97620457268293,-88.10715397902439,93
Callery pear,43.11855413392857,-87.92396902464286,46
Callery pear,43.19340966590643,-88.72501005672515,44
Callery pear,42.97117460230769,-88.01290082076922,43
Callery pear,43.18801361462366,-88.71168098892474,41
Callery pear,42.99060383666667,-87.90128588666666,34
Callery pear,43.20598618347826,-88.70644383586956,28
Callery pear,42.99275159941176,-88.08141415205883,13
Callery pear,43.207804803953486,-88.74550431674419,3
Pin oak,43.04581589666666,-87.88484305333333,6
Pin oak,42.99683046333333,-88.09554857,4
Pin oak,43.0354080775,-88.04881129500001,3
Pin oak,42.97891771,-87.89202109,2
Pin oak,42.937838604999996,-88.031796365,2
Pin oak,43.08369327,-87.99506639,2
Pin oak,43.095115590000006,-87.90048145,1
Pin oak,42.99032113,-88.145961,1
Pin oak,43.072307890000005,-87.870134265,1
Pin oak,42.97745087,-87.91287661,1
Callery pear,36.15863408,-86.77393942,5
Callery pear,36.1525796,-86.7850936,4
Callery pear,36.1611561,-86.7848883,3
Callery pear,36.1513396,-86.7683586,3
Callery pear,36.1618637,-86.7777341,2
Callery pear,36.1646969,-86.7827601,2
Callery pear,36.1632598,-86.7760492,1
Callery pear,36.1599632,-86.7749332,1
Callery pear,36.153515,-86.783856,1
Callery pear,36.1588007,-86.7732791,1
London planetree,36.164127,-86.772139,96
London planetree,36.082284,-86.791662,73
London planetree,36.1575828,-86.77565813333332,41
London planetree,36.1368928,-86.7610484,23
London planetree,36.16052247317073,-86.77692282195122,16
London planetree,36.1673519,-86.7732851,15
London planetree,36.1624279,-86.7872886,5
London planetree,36.165688,-86.778098,4
London planetree,36.153515,-86.7839574,4
London planetree,36.15894672173913,-86.77384920434783,4
Green ash,36.165688,-86.778098,15
Green ash,36.1612758,-86.7828574,13
Green ash,36.1620574,-86.7737296,8
Green ash,36.153515,-86.7839574,3
Green ash,36.1677366,-86.7787187,2
Green ash,36.1632249,-86.7802119,2
Green ash,36.1618637,-86.7777341,1
Red maple,36.164127,-86.772139,10
Red maple,36.15710946666667,-86.7761159,10
Red maple,36.161234639999996,-86.78497812,8
Red maple,36.16046178,-86.77692938,6
Red maple,36.1626956,-86.77592916666667,5
Red maple,36.16170686666667,-86.77392479999999,3
Red maple,36.1677366,-86.7787187,3
Red maple,36.1624279,-86.7872886,3
Red maple,36.158096625,-86.775409625,2
Red maple,36.1599632,-86.7749332,1
,36.1615851,-86.7740564,
,36.1615851,-86.7740564,
Red maple,40.68371953231827,-73.89051132480027,3042
Red maple,40.52934816411537,-74.21496799975043,2528
Red maple,40.744164775694564,-73.73909679057807,1803
Red maple,40.609119532935566,-74.11941326464826,1729
Red maple,40.857905157098294,-73.8625006522837,1699
Red maple,40.67372694187187,-73.76542822738739,1659
Red maple,40.55538483821203,-74.16032247344145,1527
Red maple,40.79926768900091,-73.92215907243416,1159
Red maple,40.758994139427365,-73.81666192581073,1101
Red maple,40.6358499693985,-73.97401230459225,999
Pin oak,40.794363221983254,-73.9548990982327,8535
Pin oak,40.686925656614726,-73.95503606886633,6995
Pin oak,40.75412750373872,-73.77824877136615,6327
Pin oak,40.54288992041667,-74.18275363732954,5640
Pin oak,40.69723699374823,-73.84183699660639,5270
Pin oak,40.85930350275644,-73.87713336385966,4563
Pin oak,40.74837558604236,-73.8872716076991,4538
Pin oak,40.62249277422391,-73.97439524059772,4533
Pin oak,40.60345274542845,-74.11589833022792,4144
Pin oak,40.68638956409025,-73.76281729894306,2640
Honeylocust,40.83772222101425,-73.91415374258678,8765
Honeylocust,40.70950560467161,-73.9793807940562,8335
Honeylocust,40.741391022960144,-73.86482094340894,8222
Honeylocust,40.57999820628169,-74.14779912927546,7720
Honeylocust,40.62072041581902,-73.97514542590967,6288
Honeylocust,40.77481002650542,-73.95949478691729,6172
Honeylocust,40.73544125422803,-73.7584970171734,5715
Honeylocust,40.680989491695264,-73.9041934920144,4631
Honeylocust,40.85767230347662,-73.85168958937648,4234
Honeylocust,40.65022794790901,-73.78446434117936,4182
London planetree,40.54209164485739,-74.17680213668972,13928
London planetree,40.62811192393955,-73.91963415181719,12529
London planetree,40.851639509405516,-73.85983951967978,12379
London planetree,40.74914198951712,-73.78222308914359,10149
London planetree,40.70363122148291,-73.86383437694354,8491
London planetree,40.67343096553621,-73.76905320940939,7070
London planetree,40.62015857285645,-73.99277870780757,6964
London planetree,40.69286260124014,-73.96661637827818,6756
London planetree,40.781428326922736,-73.93054752545737,6434
London planetree,40.60150700324894,-74.11436343172278,2314
Norway maple,40.7410539487668,-73.72968897206334,4639
Norway maple,40.62014691932987,-73.93334074114385,4252
Norway maple,40.598621783576185,-74.12053868912928,4168
Norway maple,40.85876530091381,-73.86267049272989,3831
Norway maple,40.73473148470367,-73.89971167014816,3469
Norway maple,40.751589542543655,-73.79949780745204,3462
Norway maple,40.64751961416237,-73.98452232329896,3137
Norway maple,40.539398126108736,-74.19346029405651,3104
Norway maple,40.67522888166082,-73.75477751230156,2251
Norway maple,40.69205614375881,-73.83925706326285,1876
Callery pear,40.714154334053404,-73.98031987455406,8059
Callery pear,40.5482916097965,-74.16975503629483,7519
Callery pear,40.7436800164384,-73.77243545122676,7418
Callery pear,40.847588710199574,-73.87421403739779,5927
Callery pear,40.52529895578268,-74.22028236904508,5489
Callery pear,40.71487614714695,-73.88177598025476,5481
Callery pear,40.603721812380954,-74.11616652829046,5393
